week_start_date,Dimension Name,Dimension Value,admin_dose1,admin_dose2,admin_dose1_cumulative,admin_dose2_cumulative,admin_total,admin_total_cumulative
2022-05-29,Borough,Bronx,0,0,0,0,0,0
2022-05-29,Borough,Brooklyn,1,0,1,0,1,1
2022-05-29,Borough,Manhattan,3,0,3,0,3,3
2022-05-29,Borough,Non-NYC,1,0,1,0,1,1
2022-05-29,Borough,Queens,0,0,0,0,0,0
2022-05-29,Borough,Staten Island,0,0,0,0,0,0
2022-06-05,Borough,Bronx,0,0,0,0,0,0
2022-06-05,Borough,Brooklyn,4,0,5,0,4,5
2022-06-05,Borough,Manhattan,8,0,11,0,8,11
2022-06-05,Borough,Non-NYC,0,0,1,0,0,1
2022-06-05,Borough,Queens,1,0,1,0,1,1
2022-06-05,Borough,Staten Island,0,0,0,0,0,0
2022-06-12,Borough,Bronx,1,0,1,0,1,1
2022-06-12,Borough,Brooklyn,0,0,5,0,0,5
2022-06-12,Borough,Manhattan,5,1,16,1,6,17
2022-06-12,Borough,Non-NYC,1,0,2,0,1,2
2022-06-12,Borough,Queens,3,0,4,0,3,4
2022-06-12,Borough,Staten Island,0,0,0,0,0,0
2022-06-19,Borough,Bronx,0,0,1,0,0,1
2022-06-19,Borough,Brooklyn,1,0,6,0,1,6
2022-06-19,Borough,Manhattan,11,0,27,1,11,28
2022-06-19,Borough,Non-NYC,4,0,6,0,4,6
2022-06-19,Borough,Queens,1,0,5,0,1,5
2022-06-19,Borough,Staten Island,0,0,0,0,0,0
2022-06-26,Borough,Bronx,6,0,7,0,6,7
2022-06-26,Borough,Brooklyn,153,1,159,1,154,160
2022-06-26,Borough,Manhattan,368,4,395,5,372,400
2022-06-26,Borough,Non-NYC,89,1,95,1,90,96
2022-06-26,Borough,Queens,25,0,30,0,25,30
2022-06-26,Borough,Staten Island,0,0,0,0,0,0
2022-07-03,Borough,Bronx,2,0,9,0,2,9
2022-07-03,Borough,Brooklyn,86,0,245,1,86,246
2022-07-03,Borough,Manhattan,186,6,581,11,192,592
2022-07-03,Borough,Non-NYC,38,0,133,1,38,134
2022-07-03,Borough,Queens,10,1,40,1,11,41
2022-07-03,Borough,Staten Island,2,0,2,0,2,2
2022-07-10,Borough,Bronx,20,0,29,0,20,29
2022-07-10,Borough,Brooklyn,422,0,667,1,422,668
2022-07-10,Borough,Manhattan,1099,4,1680,15,1103,1695
2022-07-10,Borough,Non-NYC,188,1,321,2,189,323
2022-07-10,Borough,Queens,143,3,183,4,146,187
2022-07-10,Borough,Staten Island,6,0,8,0,6,8
2022-07-17,Borough,Bronx,224,0,253,0,224,253
2022-07-17,Borough,Brooklyn,1987,3,2654,4,1990,2658
2022-07-17,Borough,Manhattan,3248,15,4928,30,3263,4958
2022-07-17,Borough,Non-NYC,611,5,932,7,616,939
2022-07-17,Borough,Queens,714,1,897,5,715,902
2022-07-17,Borough,Staten Island,23,0,31,0,23,31
2022-07-24,Borough,Bronx,310,1,563,1,311,564
2022-07-24,Borough,Brooklyn,1928,11,4582,15,1939,4597
2022-07-24,Borough,Manhattan,3781,35,8709,65,3816,8774
2022-07-24,Borough,Non-NYC,685,3,1617,10,688,1627
2022-07-24,Borough,Queens,927,4,1824,9,931,1833
2022-07-24,Borough,Staten Island,35,0,66,0,35,66
2022-07-31,Borough,Bronx,638,3,1201,4,641,1205
2022-07-31,Borough,Brooklyn,3269,11,7851,26,3280,7877
2022-07-31,Borough,Manhattan,5299,64,14008,129,5363,14137
2022-07-31,Borough,Non-NYC,948,6,2565,16,954,2581
2022-07-31,Borough,Queens,1778,1,3602,10,1779,3612
2022-07-31,Borough,Staten Island,56,0,122,0,56,122
2022-08-07,Borough,Bronx,1224,5,2425,9,1229,2434
2022-08-07,Borough,Brooklyn,4872,24,12723,50,4896,12773
2022-08-07,Borough,Manhattan,7015,81,21023,210,7096,21233
2022-08-07,Borough,Non-NYC,1489,6,4054,22,1495,4076
2022-08-07,Borough,Queens,2887,17,6489,27,2904,6516
2022-08-07,Borough,Staten Island,94,2,216,2,96,218
2022-08-14,Borough,Bronx,1317,10,3742,19,1327,3761
2022-08-14,Borough,Brooklyn,5710,67,18433,117,5777,18550
2022-08-14,Borough,Manhattan,7703,226,28726,436,7929,29162
2022-08-14,Borough,Non-NYC,1839,28,5893,50,1867,5943
2022-08-14,Borough,Queens,2583,36,9072,63,2619,9135
2022-08-14,Borough,Staten Island,223,3,439,5,226,444
2022-08-21,Borough,Bronx,502,32,4244,51,534,4295
2022-08-21,Borough,Brooklyn,2453,103,20886,220,2556,21106
2022-08-21,Borough,Manhattan,3841,402,32567,838,4243,33405
2022-08-21,Borough,Non-NYC,868,29,6761,79,897,6840
2022-08-21,Borough,Queens,1209,83,10281,146,1292,10427
2022-08-21,Borough,Staten Island,135,3,574,8,138,582
2022-08-28,Borough,Bronx,341,42,4585,93,383,4678
2022-08-28,Borough,Brooklyn,1880,108,22766,328,1988,23094
2022-08-28,Borough,Manhattan,2571,378,35138,1216,2949,36354
2022-08-28,Borough,Non-NYC,715,39,7476,118,754,7594
2022-08-28,Borough,Queens,982,105,11263,251,1087,11514
2022-08-28,Borough,Staten Island,78,5,652,13,83,665
2022-09-04,Borough,Bronx,368,61,4953,154,429,5107
2022-09-04,Borough,Brooklyn,1465,195,24231,523,1660,24754
2022-09-04,Borough,Manhattan,2214,453,37352,1669,2667,39021
2022-09-04,Borough,Non-NYC,659,37,8135,155,696,8290
2022-09-04,Borough,Queens,749,96,12012,347,845,12359
2022-09-04,Borough,Staten Island,76,2,728,15,78,743
2022-09-11,Borough,Bronx,202,119,5155,273,321,5428
2022-09-11,Borough,Brooklyn,685,990,24916,1513,1675,26429
2022-09-11,Borough,Manhattan,1264,1524,38616,3193,2788,41809
2022-09-11,Borough,Non-NYC,336,256,8471,411,592,8882
2022-09-11,Borough,Queens,418,420,12430,767,838,13197
2022-09-11,Borough,Staten Island,34,18,762,33,52,795
2022-09-18,Borough,Bronx,197,345,5352,618,542,5970
2022-09-18,Borough,Brooklyn,588,2521,25504,4034,3109,29538
2022-09-18,Borough,Manhattan,1045,3971,39661,7164,5016,46825
2022-09-18,Borough,Non-NYC,283,772,8754,1183,1055,9937
2022-09-18,Borough,Queens,305,1299,12735,2066,1604,14801
2022-09-18,Borough,Staten Island,24,43,786,76,67,862
2022-09-25,Borough,Bronx,143,574,5495,1192,717,6687
2022-09-25,Borough,Brooklyn,469,3927,25973,7961,4396,33934
2022-09-25,Borough,Manhattan,775,5742,40436,12906,6517,53342
2022-09-25,Borough,Non-NYC,235,1151,8989,2334,1386,11323
2022-09-25,Borough,Queens,318,2285,13053,4351,2603,17404
2022-09-25,Borough,Staten Island,15,150,801,226,165,1027
2022-10-02,Borough,Bronx,122,551,5617,1743,673,7360
2022-10-02,Borough,Brooklyn,419,2418,26392,10379,2837,36771
2022-10-02,Borough,Manhattan,622,3982,41058,16888,4604,57946
2022-10-02,Borough,Non-NYC,193,775,9182,3109,968,12291
2022-10-02,Borough,Queens,266,1381,13319,5732,1647,19051
2022-10-02,Borough,Staten Island,18,88,819,314,106,1133
2022-10-09,Borough,Bronx,69,302,5686,2045,371,7731
2022-10-09,Borough,Brooklyn,278,1149,26670,11528,1427,38198
2022-10-09,Borough,Manhattan,527,2249,41585,19137,2776,60722
2022-10-09,Borough,Non-NYC,160,450,9342,3559,610,12901
2022-10-09,Borough,Queens,205,662,13524,6394,867,19918
2022-10-09,Borough,Staten Island,11,46,830,360,57,1190
2022-10-16,Borough,Bronx,70,158,5756,2203,228,7959
2022-10-16,Borough,Brooklyn,235,523,26905,12051,758,38956
2022-10-16,Borough,Manhattan,412,1047,41997,20184,1459,62181
2022-10-16,Borough,Non-NYC,165,200,9507,3759,365,13266
2022-10-16,Borough,Queens,171,299,13695,6693,470,20388
2022-10-16,Borough,Staten Island,8,22,838,382,30,1220
2022-10-23,Borough,Bronx,64,128,5820,2331,192,8151
2022-10-23,Borough,Brooklyn,176,388,27081,12439,564,39520
2022-10-23,Borough,Manhattan,320,734,42317,20918,1054,63235
2022-10-23,Borough,Non-NYC,115,162,9622,3921,277,13543
2022-10-23,Borough,Queens,115,254,13810,6947,369,20757
2022-10-23,Borough,Staten Island,7,18,845,400,25,1245
2022-10-30,Borough,Bronx,52,89,5872,2420,141,8292
2022-10-30,Borough,Brooklyn,137,314,27218,12753,451,39971
2022-10-30,Borough,Manhattan,281,550,42598,21468,831,64066
2022-10-30,Borough,Non-NYC,78,117,9700,4038,195,13738
2022-10-30,Borough,Queens,97,182,13907,7129,279,21036
2022-10-30,Borough,Staten Island,10,15,855,415,25,1270
2022-11-06,Borough,Bronx,35,63,5907,2483,98,8390
2022-11-06,Borough,Brooklyn,88,185,27306,12938,273,40244
2022-11-06,Borough,Manhattan,203,412,42801,21880,615,64681
2022-11-06,Borough,Non-NYC,65,76,9765,4114,141,13879
2022-11-06,Borough,Queens,53,93,13960,7222,146,21182
2022-11-06,Borough,Staten Island,6,13,861,428,19,1289
2022-11-13,Borough,Bronx,39,89,5946,2572,128,8518
2022-11-13,Borough,Brooklyn,91,261,27397,13199,352,40596
2022-11-13,Borough,Manhattan,167,494,42968,22374,661,65342
2022-11-13,Borough,Non-NYC,47,91,9812,4205,138,14017
2022-11-13,Borough,Queens,51,160,14011,7382,211,21393
2022-11-13,Borough,Staten Island,3,5,864,433,8,1297
2022-11-20,Borough,Bronx,52,68,5998,2640,120,8638
2022-11-20,Borough,Brooklyn,50,140,27447,13339,190,40786
2022-11-20,Borough,Manhattan,136,260,43104,22634,396,65738
2022-11-20,Borough,Non-NYC,32,48,9844,4253,80,14097
2022-11-20,Borough,Queens,45,92,14056,7474,137,21530
2022-11-20,Borough,Staten Island,1,2,865,435,3,1300
2022-11-27,Borough,Bronx,17,22,6015,2662,39,8677
2022-11-27,Borough,Brooklyn,42,54,27489,13393,96,40882
2022-11-27,Borough,Manhattan,46,98,43150,22732,144,65882
2022-11-27,Borough,Non-NYC,11,15,9855,4268,26,14123
2022-11-27,Borough,Queens,32,35,14088,7509,67,21597
2022-11-27,Borough,Staten Island,3,1,868,436,4,1304
2022-12-04,Borough,Bronx,23,28,6038,2690,51,8728
